,Uniprot Accession,Description,Gene,Peptides.used.for.quantitation,Confidence.score,Molecular weight (Da),Dataset,Glucose,LB,Glycerol + AA,Acetate,Fumarate,Glucosamine,Glycerol,Pyruvate,Chemostat µ=0.5,Chemostat µ=0.35,Chemostat µ=0.20,Chemostat µ=0.12,Stationary phase 1 day,Stationary phase 3 days,Osmotic-stress glucose,42°C glucose,pH6 glucose,Xylose,Mannose,Galactose ,Succinate,Fructose,Glucose.1,LB.1,Glycerol + AA.1,Acetate.1,Fumarate.1,Glucosamine.1,Glycerol.1,Pyruvate.1,Chemostat µ=0.5.1,Chemostat µ=0.35.1,Chemostat µ=0.20.1,Chemostat µ=0.12.1,Stationary phase 1 day.1,Stationary phase 3 days.1,Osmotic-stress glucose.1,42°C glucose.1,pH6 glucose.1,Xylose.1,Mannose.1,Galactose .1,Succinate.1,Fructose.1,Glucose.2,LB.2,Glycerol + AA.2,Acetate.2,Fumarate.2,Glucosamine.2,Glycerol.2,Pyruvate.2,Chemostat µ=0.5.2,Chemostat µ=0.35.2,Chemostat µ=0.20.2,Chemostat µ=0.12.2,Stationary phase 1 day.2,Stationary phase 3 days.2,Osmotic-stress glucose.2,42°C glucose.2,pH6 glucose.2,Xylose.2,Mannose.2,Galactose .2,Succinate.2,Fructose.2,Gene.1,Bnumber,Annotated functional COG groups (letter),Annotated functional COG group (description),Annotated functional COG class
464,P0A6C8,Acetylglutamate kinase OS=Escherichia coli (strain K12) GN=argB PE=1 SV=1,argB,12,980.26,27124.47333,2,6390.853199917133,405.0543746222709,526.8712081175433,2342.942993302909,2927.678158222603,3413.8136221197387,3863.571315044656,3904.597244033202,2748.098913069643,1761.0774791638198,1870.6824075967463,2262.5536881783664,633.6003126816391,666.1979418215532,3107.902306607243,5517.959129965722,4452.678665657608,3675.766579506269,3547.1962034879616,2759.157160309404,3628.9886809039513,5485.613308256168,0.28785042983338566,0.018244054775413354,0.0237308069797999,0.10552849934123137,0.1318655568976484,0.15376158515282057,0.17401912216383936,0.17586697110110178,0.12377712781166897,0.0793206937304981,0.0842574094982276,0.10190768451256235,0.02853799275976832,0.030006222629231638,0.1399830330711814,0.24853440654594963,0.2005531073434933,0.16556020875143757,0.159769270226799,0.12427520234437932,0.16345328534103057,0.24707751833538485,13.89978406,4.835684175,7.276598521,3.700948161,4.108888818,5.142751581,2.918885026,6.703077437,0.469008231,3.366780114,7.652116722,9.436753804,13.67380265,3.313163254,5.155002112,12.196651,4.898166147,3.00333526,4.933501802,5.212982501,3.266799154,3.450991431,argB,b3959,E,Amino acid transport and metabolism,METABOLISM
465,P05194,3-dehydroquinate dehydratase OS=Escherichia coli (strain K12) GN=aroD PE=1 SV=2,aroD,12,628.89,27431.21147,2,881.143493603642,475.25563070695983,574.3120862950016,429.3257365761359,477.39568799174737,709.405428391413,603.4632797685993,607.1563980096341,446.1035113281324,372.18432908617626,301.831175594494,266.71306495310904,278.70525559318196,325.85087593278394,920.8656709094264,1016.071017137629,1228.4221014507905,806.2711878535248,571.814261839198,480.5286864219661,522.959027324376,792.3978137710507,0.040136394165796604,0.02164806011964856,0.026160116300065366,0.01955593738571246,0.021745540477096734,0.032313665258795324,0.027487963353528395,0.02765618618045622,0.020320170890878633,0.016953126298921338,0.013748515563159472,0.01214887334677523,0.012695121822687887,0.014842621310430164,0.041945753228244356,0.046282390031040906,0.055955056155681436,0.036725934464847475,0.026046339522908347,0.021888249650833927,0.023820966511833977,0.03609399742550505,11.35047388,3.111381095,3.245220324,9.493250404,5.97255187,2.541393596,5.86547835,13.03151451,1.699282379,3.630170829,3.299945506,4.832012446,9.77693171,4.152297606,6.192063061,11.81980834,5.155229032,6.709828845,1.224900685,3.343730224,4.445385033,4.051168399,aroD,b1693,E,Amino acid transport and metabolism,METABOLISM
466,P09053,Valine--pyruvate aminotransferase OS=Escherichia coli (strain K12) GN=avtA PE=3 SV=3,avtA,12,614.64,46662.96822,2,553.2333099197012,382.56795307880316,423.51951121536104,363.36014553911605,368.0640450869305,358.5816672229574,371.67926745303606,328.65702632377116,370.4389820526129,347.88973627961207,251.31351715786528,159.5032564295952,52.38144260743037,27.685700520816816,536.69651781808,642.5504959894346,493.81650688100234,380.40515586794277,236.7709714752773,247.820800721419,273.6016381918616,360.65853071150633,0.04286742609541749,0.029643376783406384,0.03281651885644223,0.028155054848702104,0.028519537721679276,0.02778479322057234,0.028799664161679835,0.025466074681437446,0.028703560326667474,0.02695632618629762,0.019473092871265994,0.012359151074917238,0.0040587896272393465,0.0021452336648858615,0.04158606848270537,0.04978819135709465,0.03826349974568794,0.029475791882183803,0.0183462599580814,0.019202458834907368,0.021200093693702432,0.027945719525097577,3.421940749,6.137705119,13.64110038,9.515813995,6.803275807,7.320281661,6.041476177,5.8377668,12.23482735,5.747551546,9.106741055,8.886710054,19.39040618,38.44732785,6.803125455,19.00282803,5.367118886,15.64411118,1.347577166,15.95403545,7.023539151,11.07798338,avtA,b3572,E,Amino acid transport and metabolism,METABOLISM
467,P00935,Cystathionine gamma-synthase OS=Escherichia coli (strain K12) GN=metB PE=1 SV=1,metB,12,717.97,41506.48419,2,1916.2718747520394,234.91883594753074,426.8124288122623,1073.9218796587038,695.6991118738582,834.1275441170427,1346.7227029994426,870.4485671677578,1209.7668529518483,653.1825702922672,776.3220347435622,747.3224168996865,478.3819526335425,236.71816833068686,805.996458761484,1441.9864299725193,1291.35730196951,1210.7342476854908,1002.0542172538416,1016.187497144896,883.0669558273254,1585.022321369134,0.1320747507187925,0.016191255064437988,0.029417091531626322,0.07401766232452474,0.04794950444488194,0.057490374360993204,0.09281984859742592,0.05999371959528854,0.08338047311378952,0.04501914696022678,0.05350625898505618,0.05150752522074325,0.032971405558316166,0.01631527002238666,0.05555150225482859,0.09938568779711689,0.08900391222857401,0.08344714863096218,0.06906434451929798,0.0700384492082224,0.060863413796118405,0.10924411652476945,21.42473892,8.127897841,22.44758604,7.544579634,13.86932356,10.31810608,6.5930259,10.63612567,3.681584639,8.19698087,4.905308729,3.438061997,19.44457052,15.7512052,28.93631987,13.30333515,3.072917503,23.81917004,10.63836508,10.15502442,11.55963049,4.843870104,metB,b3939,E,Amino acid transport and metabolism,METABOLISM
468,P06721,Cystathionine beta-lyase metC OS=Escherichia coli (strain K12) GN=metC PE=1 SV=1,metC,12,875.64,43167.00941,2,2127.8337586305092,318.67831468836283,360.43807530660484,760.2790970852047,945.1579109968668,799.4744202549814,1005.8641395210054,1043.0657429416358,1164.949910784996,1016.8797924952439,924.9182450824446,777.7885226887297,188.26139304218736,281.26997515203675,576.0346652363053,689.135376495911,1062.8843342290518,1028.7054534464073,1002.5339481374956,632.4069995184376,643.008927532816,877.5910890506375,0.15252336668019062,0.022842897969398455,0.02583624237678885,0.054496892453968736,0.06774902693640869,0.05730641769235956,0.07210045632575998,0.07476707150497762,0.08350374256731077,0.07289005958823142,0.06629824537359674,0.055751970079677984,0.013494598140588652,0.020161463921811798,0.04129023055019319,0.04939730244209783,0.07618767039046614,0.07373772431493958,0.07186174782729665,0.045331005905625915,0.04609095331575384,0.06290582942752405,16.4530281,13.64558089,12.47424761,11.64407801,22.40025742,6.422468611,17.50553975,21.15542808,14.58644112,1.930666213,19.91631971,11.6413557,12.7004802,29.64231981,28.936739,38.85334205,0.720769345,14.29749905,4.04312393,7.701710063,16.05203923,5.088594872,metC,b3008,E,Amino acid transport and metabolism,METABOLISM
469,P16456,"Selenide, water dikinase OS=Escherichia coli (strain K12) GN=selD PE=1 SV=1",selD,12,687.88,36645.68535,2,708.3347037422527,1402.1950790002325,1038.4383658564159,671.3551811800221,709.1119989498192,644.4822405370343,664.853566379264,667.2024922464628,692.4191435726041,610.8456730122994,519.7248844915688,462.594695018003,291.0361763980701,308.5346097343646,986.4990049169586,843.4830737924876,834.3300996366798,788.5453461802553,667.9486428697575,391.7433789943221,572.5546239503761,574.2032672892063,0.04310305914952613,0.08532533717466123,0.06319028288487398,0.04085280861132709,0.043150358542216306,0.039217556316138276,0.040457177159353944,0.04060011225777116,0.042134577261280504,0.03717072880374062,0.031625914019697984,0.028149470012235115,0.01770991800862353,0.018774719723312346,0.06002970733360656,0.05132700773973529,0.05077003773057501,0.047983977798804624,0.040645516463269506,0.02383807816702949,0.03484067022565062,0.034940992249934674,2.701997857,4.443465563,4.521980207,2.987137257,1.614021327,2.281997313,5.3788554,5.939712334,3.691193304,7.340724111,1.460723919,3.884784898,8.446874611,0.743891133,8.24166624,4.268999577,3.714871992,4.516810907,2.940916707,8.649944575,8.534649881,2.586160832,selD,b1764,E,Amino acid transport and metabolism,METABOLISM
470,P21156,Sulfate adenylyltransferase subunit 2 OS=Escherichia coli (strain K12) GN=cysD PE=1 SV=3,cysD,12,615.34,35147.8827,2,1300.3292712088482,362.28863506565125,797.2178716865254,588.898928140124,812.849157770118,746.945409517063,853.666906721997,736.2955550466969,870.5619742370332,475.6884448906787,360.22992934041946,232.757297664147,125.62209840152329,99.62026541113991,537.3337195876503,1645.7438542957013,980.4146604235323,833.6928971275553,625.5518228834679,420.36527346628117,627.6996634949963,1113.3485081327246,0.07589256538003843,0.021144655074636705,0.046528914474760937,0.03437056397612285,0.04744122063239308,0.04359480677874288,0.04982351237155899,0.042973237461973776,0.050809578012297074,0.02776313446426783,0.021024500539697136,0.013584673376025395,0.0073318224292929805,0.005814248493278302,0.03136100628327339,0.09605238136708268,0.057221032674723664,0.04865774700534643,0.0365097776908852,0.02453424659923198,0.03663513450445965,0.06497959887166163,19.23601781,4.485436009,13.34597574,12.03896241,6.424832853,7.211579049,1.25292201,9.455298021,8.288003197,11.24581947,7.009376508,2.736998555,23.37525286,18.88271992,15.17094125,18.18040726,5.881706105,13.25919424,13.73300103,13.32418784,6.7571578,14.99100183,cysD,b2752,EH,Amino acid transport and metabolism,METABOLISM
471,P17854,Phosphoadenosine phosphosulfate reductase OS=Escherichia coli (strain K12) GN=cysH PE=1 SV=3,cysH,12,653.72,27940.45168,2,1860.826513574883,476.20730611312115,1336.875876427359,706.8787059356189,1185.7050453776853,1443.5685329237988,1572.3296406044833,1247.0701853497749,849.1475792705093,609.1789621077841,436.16877353448,345.74461326336194,184.0032477982785,147.41937187196197,685.5539778699017,1439.6456190809188,893.5028754272322,1050.4486540793675,919.9837219835046,822.0637886365189,947.6254965674199,1532.3397448791538,0.08633482919372945,0.022094094282383448,0.062025637318999176,0.03279631491298626,0.05501192175629769,0.06697574535306267,0.07294974032643123,0.057859016227109816,0.039397015617403545,0.028263441679445136,0.020236468197346775,0.016041152634588784,0.008537006998700298,0.006839663019397615,0.03180693372042173,0.06679373800627561,0.04145492208508988,0.048736571875525166,0.042683526335761814,0.03814043719848787,0.0439659929547102,0.07109437079480915,15.36966103,6.45753758,4.725990984,13.2801041,3.174549283,0.693660045,2.386165903,9.056803734,5.875586393,5.700078366,6.054432646,6.280076515,16.23890842,20.56269752,13.94419926,27.03812201,7.626183115,2.692891922,2.604555385,10.06777749,5.227348122,0.577461776,cysH,b2762,EH,Amino acid transport and metabolism,METABOLISM
472,P0A6C5,Amino-acid acetyltransferase OS=Escherichia coli (strain K12) GN=argA PE=1 SV=1,argA,12,584.47,49146.47652,2,332.6205222660581,221.59191154902766,142.45291693573168,157.347363918196,189.70891631472438,198.2874858811087,253.40142279909006,246.36802790550365,365.10522872685794,206.3922869756656,169.2469294366968,176.73713210236448,76.3808099257956,65.21856254885371,185.81333640509848,296.8553447281016,206.52818543089685,272.3025655485641,234.8896781282608,120.34626329579905,193.97275053503677,319.51748323272426,0.027144894278591916,0.018083938330113222,0.011625468397299978,0.01284099227995953,0.015481992638296456,0.016182082826221734,0.020679887052862056,0.02010589733176699,0.02979594514142524,0.016843509148812812,0.01381210628627604,0.014423375723590384,0.0062333766907217624,0.0053224346270922245,0.015164077483572428,0.024226126799938456,0.016854599712842793,0.022222394166324676,0.019169158404555728,0.009821362108784733,0.015829960732217138,0.026075565763126453,25.31276345,1.463180353,12.22745639,19.94284955,7.167737536,8.278853585,6.11580908,24.2738308,7.599858699,5.740175937,3.713910152,13.85493272,33.33487601,14.52857304,10.77152902,19.25380159,16.09000739,5.645473433,7.371728442,47.33579043,10.01336913,5.834876252,argA,b2818,E,Amino acid transport and metabolism,METABOLISM
473,P06987,Histidine biosynthesis bifunctional protein hisB OS=Escherichia coli (strain K12) GN=hisB PE=1 SV=1,hisB,12,798.46,40234.25797,2,2793.8963796963885,692.1923377640185,3067.755585987071,863.3576241818971,1390.8699562606052,1294.057422836362,2276.441865976307,1475.434119945803,1607.9084293368692,1323.8566608943433,1326.4833592187251,967.0130847426493,481.8660117340243,487.6731950518922,1217.1001658723462,2373.3330484045855,1281.3633623884627,1595.7313767229316,1877.0407560428014,1381.2399732955319,1449.687682589095,1924.396518733407,0.1866607546366465,0.046245503254768824,0.2049573408958573,0.05768108897031026,0.09292428936296374,0.08645622537942454,0.15208951902352555,0.09857403740781115,0.10742467150455319,0.08844711820706203,0.08862260842745638,0.06460633023232934,0.03219356094866999,0.032581539983362884,0.0813146962360887,0.15856283756215542,0.08560813275872914,0.10661112027671032,0.12540545402931702,0.0922809083483844,0.0968539129747316,0.12856930164530592,2.105733183,5.54699837,5.362848106,8.616095246,2.064176218,9.888716633,6.93171605,7.655461648,9.943582176,7.017952219,2.205907785,0.523291506,23.96050466,5.265811789,17.07235045,7.893501232,6.154469594,7.982679057,5.774102455,11.98735619,12.90692984,9.307651205,hisB,b2022,E,Amino acid transport and metabolism,METABOLISM
474,P07003,Pyruvate dehydrogenase [ubiquinone] OS=Escherichia coli (strain K12) GN=poxB PE=1 SV=1,poxB,12,774.23,61953.54994,2,257.63384096972914,169.84030035050444,172.07795047564832,434.90267422536124,346.94334232259956,362.808285806915,278.4968549178246,150.27772941027607,431.1871009328269,470.02339966195325,616.3966275967032,864.7269650899624,705.1232403741699,719.9683714030239,555.1394567483882,405.01572959445565,979.9196174684815,229.2126419271681,331.0294019378883,511.3093549055316,266.4371346928721,250.21670429814213,0.0265042690198159,0.01747244459016938,0.01770264447643357,0.044740929342666116,0.03569204901398293,0.03732416662908257,0.02865056677388099,0.015459930857627676,0.04435868703421198,0.048353999549743044,0.06341225197449833,0.0889594162985995,0.07254006688196354,0.07406727054799667,0.05711037591099111,0.041666288147641825,0.10080994430475973,0.023580417469668498,0.03405489080707153,0.05260132226323879,0.02740991427286343,0.025741225682960236,54.93521598,8.162066027,14.77131397,4.408618766,7.325470385,5.886983558,10.30544321,13.70488791,13.31059176,7.819678122,10.39388923,3.038263791,5.736259754,14.98893608,21.99231882,8.811513478,10.56928753,11.06843744,4.643191191,7.993098002,35.98823495,7.341081704,poxB,b0871,EH,Amino acid transport and metabolism,METABOLISM
475,P09394,Glycerophosphoryl diester phosphodiesterase OS=Escherichia coli (strain K12) GN=glpQ PE=1 SV=2,glpQ,12,522.55,40799.26496,2,164.1924829342014,1298.2620474245398,1395.9739552801411,92.45779001282885,105.62428891427929,130.35797091716077,623.6016891461396,86.46895333729813,107.6808775196056,88.0190840029735,70.17083400558894,65.43323346134495,54.09233089980384,84.05726388465914,81.31718829157762,123.7671353617397,47.34798004797105,52.88853141935712,75.22445254899566,41.88177621184481,64.3603222842084,82.72084838392843,0.01112377857630309,0.08795518096498858,0.09457500671967564,0.0062638676593324265,0.007155876938853253,0.008831544405840781,0.042248018824650506,0.005858133536078175,0.007295207533405292,0.005963152413807311,0.004753961972214616,0.004432997099186523,0.0036646690570278162,0.00569474542605908,0.005509109679311856,0.008385025819598865,0.0032077500545497693,0.0035831135641608,0.005096336560145559,0.0028374234717525905,0.004360309079898268,0.005604205409546721,19.7124263,7.735443019,7.216813564,11.99043383,5.964305652,19.51091321,4.021189435,15.74682901,8.169894364,5.974746541,14.70670703,8.019840765,20.62023658,26.08861469,3.878220385,49.08725304,26.3789657,10.53066009,22.61902577,15.94238809,17.29029048,13.05352876,glpQ,b2239,C,Energy production and conversion,METABOLISM
476,P0ABA4,ATP synthase subunit delta OS=Escherichia coli (strain K12) GN=atpH PE=1 SV=1,atpH,12,788.83,19301.95116,2,7700.439769920664,11885.633066451064,16092.289645142011,5679.353586360177,7451.788646847057,8325.283998522986,7941.281200984273,9233.158531166415,6780.863222838661,5654.154717120503,4332.33810757849,3007.7601655259423,2980.022290005025,3028.3179523142358,6415.450246410636,6263.073656449865,5602.974238890813,7979.090564525617,7303.220993436713,5275.96346376356,8236.05557459446,8789.478645030511,0.24681040626176554,0.38095199929591617,0.5157815220520091,0.18203162518446817,0.2388407725087736,0.2668375816594698,0.25452972791371414,0.29593629406180627,0.21733662710688506,0.18122396440921285,0.13885780037804155,0.0964031315836214,0.09551409192735429,0.09706203884874683,0.2056246044354252,0.20074071089211035,0.17958355489989056,0.2557415735556461,0.2340789609770743,0.16910237919140717,0.26397767959960045,0.28171570196327156,5.610143084,2.87023975,3.324076932,13.69333019,2.221542957,5.672706585,0.411230948,3.342111689,11.49870857,1.563989186,6.286435967,11.91099258,4.336157143,3.695427345,8.398902377,2.260454748,5.1044064,3.597786693,10.49505476,6.00326681,5.165138001,6.468627793,atpH,b3735,C,Energy production and conversion,METABOLISM
477,P25437,S-(hydroxymethyl)glutathione dehydrogenase OS=Escherichia coli (strain K12) GN=frmA PE=1 SV=3,frmA,12,609.35,39315.85811,2,550.5909039330995,1527.7250861775024,896.8811224237696,534.646850557647,604.159531780323,454.24024320122,671.5663229942915,529.8887744142066,460.79605230409396,406.50168114145356,369.8459646059701,349.43446880618336,221.84894606199012,176.4799412808361,493.71353290924884,464.04074328379926,646.6901119998788,431.02779971430886,852.397989038054,426.8760522834956,469.03548263548623,491.14131826724474,0.03594541628598955,0.09973777953998328,0.058553029253249685,0.034904506180550694,0.03944265282600997,0.02965514780407802,0.043843316101375804,0.03459387440934879,0.03008314486253091,0.02653852805268933,0.024145453665304826,0.022812885858060027,0.014483444353768742,0.011521521532868334,0.0322321679121054,0.030294975038350658,0.04221926863995803,0.02813971967369719,0.05564894068979417,0.027868672170643996,0.030621057405411004,0.032064240462844465,9.649280335,33.4828475,13.09103928,7.962149458,17.2071736,16.20824431,6.623273572,4.848362754,6.607410824,6.325372644,1.809144316,6.945662188,45.12779756,2.292956546,6.132776826,22.01860068,7.876424096,4.978839922,16.40634044,4.380654617,16.62243886,6.129436173,frmA,b0356,C,Energy production and conversion,METABOLISM
478,P38489,Oxygen-insensitive NAD(P)H nitroreductase OS=Escherichia coli (strain K12) GN=nfnB PE=1 SV=1,nfnB,12,593.25,23872.20471,2,1503.3474823130243,2039.2748827665428,2137.5036256326607,713.0992936558862,915.8671917709344,1210.4537141131666,1149.25781111941,997.3996168527963,926.8735476207287,839.1497848711562,620.3366120643877,400.92254230606414,243.43521735825362,276.5648585994595,1476.6500567665448,1509.9376001497153,1510.3276178934534,1098.0731253899548,885.5635325253324,562.9221702180454,788.0360375980567,989.766525590669,0.05959346404373525,0.08083790063921906,0.08473173830810367,0.028267621169465993,0.03630544448557067,0.0479830050851736,0.04555716815286882,0.039537431567518495,0.03674174206766933,0.03326432719006933,0.024590460968606738,0.015892774884272914,0.00964989667611477,0.010963172620177958,0.058535164423665666,0.05985469968949598,0.05987016019258081,0.04352818099953612,0.03510419191496215,0.022314523092622912,0.031238152073473247,0.03923485192108023,2.309965309,4.878675696,4.588326175,3.154003281,6.543721812,3.094211597,1.031734078,10.96750252,3.87658582,1.338913085,5.076793388,6.330393723,5.834699926,18.70548134,15.40155935,14.44367277,5.281698101,3.869956305,22.54196816,3.743178846,13.06847787,10.99527394,nfnB,,-,,
479,P37744,Glucose-1-phosphate thymidylyltransferase 1 OS=Escherichia coli (strain K12) GN=rmlA1 PE=1 SV=2,rmlA,12,557.1,32654.70736,2,635.2566153643899,1509.6193188386992,1205.7509354873707,405.32368679264533,483.57487768629846,600.147595996883,623.0413465112749,381.45178841572204,477.35438564126434,417.50926317286184,329.9274653184865,235.6109977137441,232.99575192486125,252.92473013633793,498.78448103493366,588.681368271657,518.0696595599787,702.5695078559347,432.3399455820824,263.12141963549885,461.29563754154145,522.6019365041882,0.03444623171256168,0.08185778092944253,0.06538078487795343,0.02197832072294211,0.026221422782982097,0.03254247599072595,0.03378386949362709,0.02068388801177932,0.02588412206833077,0.022639072893627158,0.01789002687076277,0.01277579929902831,0.012633989894371445,0.013714621224551842,0.02704615015855255,0.03192072986870315,0.028091872016499313,0.03809621415418724,0.02344325361424884,0.01426752775192058,0.025013350564850382,0.028337630750890748,7.259561837,2.833294893,7.342378179,5.845653657,3.07136026,4.769166282,1.982460824,4.159085376,6.701476809,8.714825991,7.841355469,2.05202421,13.76561148,9.448499224,12.15571426,15.28335682,11.95795771,13.33124101,6.345054796,1.319004216,10.30890124,8.256330831,rmlA,,-,,
480,P0ABS1,DnaK suppressor protein OS=Escherichia coli (strain K12) GN=dksA PE=1 SV=1,dksA,11,923.54,17498.7338,2,5843.730077191176,19594.086162547734,14807.676778608118,3643.8727572421503,5535.177252030888,6967.920451874923,6499.312523485978,4650.3895925433035,5509.8217922052245,4733.185512498055,4090.432529603445,3293.5178775363197,5263.757003290106,5260.774270072689,10477.312765098119,7389.701383753924,8436.982134980548,6985.927913200342,5676.015157808588,4068.796769532686,5475.916429826546,5868.07283588211,0.16980227252772478,0.5693487403689003,0.43026921754610337,0.10588063904535845,0.16083659988114532,0.2024680660968294,0.1888516447163268,0.13512717228936102,0.16009984191277377,0.13753298761255917,0.11885640335424963,0.09570031689163186,0.1529498949106143,0.15286322511718253,0.3044410836909363,0.2147238273650398,0.24515484474329263,0.20299131200571316,0.16492895119498183,0.11822772934306992,0.15911464795160046,0.17050960426459746,8.349795599,6.702743508,9.437665918,14.63771684,2.218413165,20.54351773,4.870170533,8.036362068,3.884334643,2.525121477,8.352988969,5.556214556,6.07210256,3.044726605,14.22105795,14.19708441,2.197854257,11.83892963,3.305773243,2.795873653,7.71667023,7.213555977,dksA,b0145,T,Signal transduction mechanisms,CELLULAR PROCESSES AND SIGNALING
481,P45577,ProP effector OS=Escherichia coli (strain K12) GN=proQ PE=1 SV=2,proQ,11,867.86,25858.62351,2,2318.2051830282744,4623.849337848738,3787.5704076711813,1373.937161219977,2304.291896826196,2028.6250485072153,2509.837438240961,1839.9611285391354,1991.9178782606518,1376.582797469962,1060.1957298843201,825.3713010673921,655.2190106138465,551.3413463031511,2072.5142639806,1932.7121079465314,2343.678799855246,2507.9405985626645,1541.9703127537878,1404.1389423167857,2154.88834971641,2924.0014447437256,0.09954145894316045,0.19854355964366596,0.16263456185402372,0.058995515377722574,0.09894403606731325,0.08710717172725126,0.10776996020098299,0.0790061278761517,0.08553100180632786,0.05910911640583019,0.045523765752320346,0.035440634884069566,0.02813446226472393,0.02367405714925129,0.08899173163250712,0.0829887640449479,0.10063527108803859,0.1076885117639157,0.06621069424840526,0.06029235026320546,0.09252879415539406,0.1255537567996842,8.239924298,2.073215717,4.560635759,13.01224968,9.646890995,9.683806001,4.208302248,6.447450321,3.744547648,0.803096563,3.24248269,3.710796664,6.674619106,13.53196132,9.826230454,13.47477877,6.209345467,4.308661205,1.234532034,8.171790171,3.67429267,6.216824236,proQ,b1831,T,Signal transduction mechanisms,CELLULAR PROCESSES AND SIGNALING
482,P0A9Q1,Aerobic respiration control protein ArcA OS=Escherichia coli (strain K12) GN=arcA PE=1 SV=1,arcA,11,904.76,27256.91436,2,3367.4214203470833,5464.0005045408125,4517.356874588557,3057.8210786415852,4277.66243191202,4482.761287547631,3944.1708802528015,2998.9785760109553,3704.4306089804145,4400.762014428928,4362.957591785824,4296.740214251568,4039.166994187565,4122.517504386712,4689.3861556019365,4526.765450907929,7827.7671821612685,3338.108477653029,4318.788713860283,5961.74946824113,4265.023287842146,3362.9536585037813,0.1524126049897461,0.2473057115840632,0.20445974619161716,0.13839980745275504,0.1936109542378822,0.20289391795574596,0.17851681846285494,0.13573654141309024,0.16766595226452602,0.1991825550868838,0.19747149198668684,0.1944744322944832,0.1828164303561616,0.18658895146383073,0.21224595040571873,0.20488558704937732,0.354291975538801,0.15108587411818936,0.195472367759636,0.2698342896022825,0.19303889489868262,0.15221038996049643,9.71176169,2.740630169,4.133506138,3.503789074,0.9417171,3.889177026,1.436591016,7.877015714,2.783653827,4.904527254,1.834265525,3.067808618,2.093354215,9.75662575,0.643580483,13.42357214,2.599447519,6.790187663,4.82818341,7.629254853,13.42351216,3.047945892,arcA,b4401,TK,Signal transduction mechanisms,CELLULAR PROCESSES AND SIGNALING
483,P0AG20,GTP pyrophosphokinase OS=Escherichia coli (strain K12) GN=relA PE=1 SV=1,relA,11,617.1,83805.0908,2,64.29528141152412,98.32826594942257,74.53017608488214,52.27437437471779,53.02057315530116,70.97989442819765,59.12050369417718,80.46862635494183,99.7215344857914,92.21451535244293,97.26230801581134,95.18112068426696,60.923639653278116,42.29640435731629,76.08473016179784,91.94126921808562,65.41907260785861,70.93694095912115,63.420646032636974,47.009492504701264,47.98523122791179,72.8172963181247,0.008947387132634443,0.013683446782028258,0.010371683953393962,0.007274547282143676,0.007378388951721974,0.009877623678442693,0.008227260576751067,0.011198083844142368,0.013877335240106873,0.012832651945725589,0.013535107151347162,0.013245487317013187,0.008478186540906789,0.0058860043193702275,0.010588017047198368,0.012794626776647592,0.009103774890322195,0.009871646236427046,0.008825672114626931,0.006541881754216103,0.006677666401319339,0.01013331811925534,24.29630163,6.970813736,9.529227249,26.90242079,7.263558796,7.442237395,2.80388566,37.84926506,14.22905895,10.60444495,9.989123233,1.399739652,13.05146771,1.175401514,18.21060285,20.95734796,5.20100798,20.51421406,8.34691969,14.74742531,7.48143196,9.673375393,relA,b2784,TK,Signal transduction mechanisms,CELLULAR PROCESSES AND SIGNALING
484,P37903,Universal stress protein F OS=Escherichia coli (strain K12) GN=uspF PE=1 SV=2,uspF,11,615.53,15988.50332,2,1378.1824318789957,3013.177251549044,1651.2752627683844,3198.9851182961356,4467.676955731879,3963.5721641611576,3355.7175722781076,4700.765822193856,4004.416781478909,5795.867542547678,6787.8495871779505,6968.638856796307,3888.9502630486068,4792.103233213091,1605.1801556839405,1780.1361487545798,1079.5714828691664,1776.5784672763,4770.17219449466,5087.420229975976,4056.562412611863,2215.5215154432376,0.03658990207294604,0.0799980162367128,0.0438403499874814,0.08493110164790166,0.11861409529136992,0.10523042087249947,0.08909225260310148,0.12480246237605973,0.106314820523296,0.15387674440201085,0.18021326200052373,0.18501310672220997,0.10324925496075389,0.12722741486963762,0.04261655303923396,0.0472615278302722,0.0286619637032176,0.047167073559280286,0.12664515918236166,0.13506790081843778,0.10769925519069007,0.05882074347737051,20.07849664,11.96396724,4.252521695,15.35584698,5.14889445,6.287039952,7.64882874,7.011583556,6.841376415,3.033548599,7.962483585,7.319017514,8.423832797,7.693325847,14.2193607,21.71665059,7.862389539,5.006350266,11.82911672,1.383852165,7.31217722,8.460455934,uspF,b1376,T,Signal transduction mechanisms,CELLULAR PROCESSES AND SIGNALING
